adm1,name,address,phone,specialized,lat,lng,types
,Health Bureau - Nabarouh,,,,,,Bureau
,Health Bureau - Nagaa Hamady,,,,26.056023,32.241188,Bureau
,Health Bureau - Naqada,,,,25.901952,32.727433,Bureau
,Health Bureau - Nasr City 1,,,,30.067693,31.323674,Bureau
,Health Bureau - Nasr City 2,,,,30.052995,31.334808,Bureau
,Health Bureau - Nasr El Nouba,,,,24.543114,33.033051,Bureau
,Health Bureau - Nasser,,,,29.1444778,31.1325717,Bureau
,Health Bureau - New Maadi,,,,29.9675207,31.2584768,Bureau
,Health Bureau - Nuweibaa,,,,29.0335227,34.6597302,Bureau
,Health Bureau - Port Fouad,,,,31.251803,32.316636,Bureau
,Health Bureau - Port Said,,,,31.259615,32.296199,Bureau
,Health Bureau - Qaha,,,,30.2816,31.2035,Bureau
,Health Bureau - Qalioub El Balad,,,,30.175945,31.209233,Bureau
,Health Bureau - Qalioub El Mahatta,,,,30.177962,31.221631,Bureau
,Health Bureau - Qasr El Nil,,,,30.034394,31.237909,Bureau
,Health Bureau - Qeft,,,,26.0007014,32.8127436,Bureau
,Health Bureau - Qellin,,,,31.0466258,30.8545295,Bureau
,Health Bureau - Qena,,,,26.156304,32.709678,Bureau
,Health Bureau - Qotour,,,,30.9677661,30.9549022,Bureau
,Health Bureau - Qous,,,,25.9119375,32.7632609,Bureau
,Health Bureau - Raas Ghareb,,,,28.3606649,33.0765842,Bureau
,Health Bureau - Raas Sedr,,,,29.589282,32.7115741,Bureau
,Health Bureau - Rashid 1,,,,31.404203,30.423089,Bureau
,Health Bureau - Rashid 2,,,,31.404203,30.423089,Bureau
,Health Bureau - Road El Farag 1,,,,30.0629332,31.2464422,Bureau
,Health Bureau - Road El Farag 2,,,,30.0629332,31.2464422,Bureau
,Health Bureau - Road El Farag El Balad,,,,30.0629332,31.2464422,Bureau
,Health Bureau - Safaga,,,,26.763298,33.941645,Bureau
,Health Bureau - Sahel Selim,,,,27.063626,31.345397,Bureau
,Health Bureau - Saint Catherine,,,,28.5598284,33.9458844,Bureau
,Health Bureau - Samalout 1,,,,28.3110872,30.7136536,Bureau
,Health Bureau - Samalout 2,,,,28.3110872,30.7136536,Bureau
,Health Bureau - Samalout 3,,,,28.3110872,30.7136536,Bureau
,Health Bureau - Samannoud,,,,30.1270587,31.3481125,Bureau
,Health Bureau - Sandoub,,,,31.0176811,31.3880172,Bureau
,Health Bureau - Sarabioum,,,,30.4756081,32.3178479,Bureau
,Health Bureau - Saray El Qobba,,,,30.0988464,31.3064539,Bureau
,Health Bureau - Sedfa,,,,26.964516,31.377897,Bureau
,Health Bureau - Semouha,,,,31.2071389,29.9383044,Bureau
,Health Bureau - Sharm El Sheikh,,,,27.8639058,34.2917526,Bureau
,Health Bureau - Shebin El Koum,,,,30.5529345,31.0042943,Bureau
,Health Bureau - Shebin El Qanater 1,,,,30.318651,31.309024,Bureau
,Health Bureau - Shebin El Qanater 2,,,,30.318651,31.309024,Bureau
,Health Bureau - Sherbin,,,,31.1880065,31.5288567,Bureau
,Health Bureau - Sherif,,,,30.0961895,31.2457998,Bureau
,Health Bureau - Shoubra El Khaima 1,,,,30.1087,31.2501,Bureau
,Health Bureau - Shoubra El Khaima 2,,,,30.1087,31.2501,Bureau
,Health Bureau - Shoubra El Khaima 3,,,,30.118044,31.263165,Bureau
,Health Bureau - Shoubra El Khaima 4,,,,30.120793,31.258866,Bureau
,Health Bureau - Shoubra Sendy,,,,30.8720755,31.5408146,Bureau
,Health Bureau - Shoubrakhit,,,,31.0316784,30.7176206,Bureau
,Health Bureau - Sidi Barrany,,,,31.6058924,25.9344131,Bureau
,Health Bureau - Sidi Beshr,,,,31.2612692,29.991859,Bureau
,Health Bureau - Sidi Gaber,,,,31.225183,29.946734,Bureau
,Health Bureau - Sidi Salem,,,,31.268115,30.786137,Bureau
,Health Bureau - Sinnouras,,,,29.408465,30.859456,Bureau
,Health Bureau - Siwa,,,,,,Bureau
,Health Bureau - Sohag 1,,,,26.5458442,31.7014039,Bureau
,Health Bureau - Sohag 2,,,,26.5592227,31.695159,Bureau
,Health Bureau - Sohag 3,,,,26.5592227,31.695159,Bureau
,Health Bureau - Sohag 4,,,,26.5592227,31.695159,Bureau
,Health Bureau - Somosta,,,,,,Bureau
,Health Bureau - Soqolta,,,,26.6588765,31.6666746,Bureau
,Health Bureau - South Ismaileya,,,,30.5916318,32.2692454,Bureau
,Health Bureau - Suez,,,,29.9631005,32.5587505,Bureau
,Health Bureau - Taba,,,,29.493174,34.897201,Bureau
,Health Bureau - Tahta,,,,26.8461317,31.4753267,Bureau
,Health Bureau - Tala,,,,30.6843197,30.9504122,Bureau
,Health Bureau - Talkha 1,,,,31.050702,31.381091,Bureau
,Health Bureau - Talkha 2,,,,31.0500295,31.3726884,Bureau
,Health Bureau - Tama 1,,,,29.4779861,30.961645,Bureau
,Health Bureau - Tameya,,,,29.4779861,30.961645,Bureau
,Health Bureau - Tanta 1,,,,30.8011814,30.999517,Bureau
,Health Bureau - Tanta 2,,,,30.780746,31.0021466,Bureau
,Health Bureau - Tanta 3,,,,30.8011814,30.999517,Bureau
,Health Bureau - Tanta 4,,,,30.780746,31.0021466,Bureau
,Health Bureau - Tanta 5,,,,30.7947233,31.0164857,Bureau
,Health Bureau - Tanta 6,,,,30.7782641,30.9841651,Bureau
,Health Bureau - Tema 2,,,,26.905991,31.432133,Bureau
,Health Bureau - Toril,,,,31.0572874,31.4012154,Bureau
,Health Bureau - Toukh,,,,30.3536522,31.2016985,Bureau
,Health Bureau - Wadi El Natroun,,,,,,Bureau
,Health Bureau - West El Basateen,,,,29.985429,31.268083,Bureau
,Health Bureau - Zeinhom,,,,30.036901,31.254856,Bureau
